x,ID(A)_VGS=-1.0
0.0,0.005625
0.10101010101010101,0.005625
0.20202020202020202,0.005625
0.30303030303030304,0.005625
0.40404040404040403,0.005625
0.5050505050505051,0.005625
0.6060606060606061,0.005625
0.7070707070707071,0.005625
0.8080808080808081,0.005625
0.9090909090909091,0.005625
1.0101010101010102,0.005625
1.1111111111111112,0.005625
1.2121212121212122,0.005625
1.3131313131313131,0.005625
1.4141414141414141,0.005625
1.5151515151515151,0.005625
1.6161616161616161,0.005625
1.7171717171717171,0.005625
1.8181818181818181,0.005625
1.9191919191919191,0.005625
2.0202020202020203,0.005625
2.121212121212121,0.005625
2.2222222222222223,0.005625
2.323232323232323,0.005625
2.4242424242424243,0.005625
2.525252525252525,0.005625
2.6262626262626263,0.005625
2.727272727272727,0.005625
2.8282828282828283,0.005625
2.929292929292929,0.005625
3.0303030303030303,0.005625
3.131313131313131,0.005625
3.2323232323232323,0.005625
3.3333333333333335,0.005625
3.4343434343434343,0.005625
3.5353535353535355,0.005625
3.6363636363636362,0.005625
3.7373737373737375,0.005625
3.8383838383838382,0.005625
3.9393939393939394,0.005625
4.040404040404041,0.005625
4.141414141414141,0.005625
4.242424242424242,0.005625
4.343434343434343,0.005625
4.444444444444445,0.005625
4.545454545454545,0.005625
4.646464646464646,0.005625
4.747474747474747,0.005625
4.848484848484849,0.005625
4.94949494949495,0.005625
5.05050505050505,0.005625
5.151515151515151,0.005625
5.252525252525253,0.005625
5.353535353535354,0.005625
5.454545454545454,0.005625
5.555555555555555,0.005625
5.656565656565657,0.005625
5.757575757575758,0.005625
5.858585858585858,0.005625
5.959595959595959,0.005625
6.0606060606060606,0.005625
6.161616161616162,0.005625
6.262626262626262,0.005625
6.363636363636363,0.005625
6.4646464646464645,0.005625
6.565656565656566,0.005625
6.666666666666667,0.005625
6.767676767676767,0.005625
6.8686868686868685,0.005625
6.96969696969697,0.005625
7.070707070707071,0.005625
7.171717171717171,0.005625
7.2727272727272725,0.005625
7.373737373737374,0.005625
7.474747474747475,0.005625
7.575757575757575,0.005625
7.6767676767676765,0.005625
7.777777777777778,0.005625
7.878787878787879,0.005625
7.979797979797979,0.005625
8.080808080808081,0.005625
8.181818181818182,0.005625
8.282828282828282,0.005625
8.383838383838384,0.005625
8.484848484848484,0.005625
8.585858585858587,0.005625
8.686868686868687,0.005625
8.787878787878787,0.005625
8.88888888888889,0.005625
8.98989898989899,0.005625
9.09090909090909,0.005625
9.191919191919192,0.005625
9.292929292929292,0.005625
9.393939393939394,0.005625
9.494949494949495,0.005625
9.595959595959595,0.005625
9.696969696969697,0.005625
9.797979797979798,0.005625
9.8989898989899,0.005625
10.0,0.005625
